Approved symbol	Ensembl ID(supplied by Ensembl)
RNF157-AS1	ENSG00000267128
RNF165	ENSG00000141622
RNF166	ENSG00000158717
RNF167	ENSG00000108523
RNF168	ENSG00000163961
RNF169	ENSG00000166439
RNF170	ENSG00000120925
RNF175	ENSG00000145428
RNF180	ENSG00000164197
RNF181	ENSG00000168894
RNF182	ENSG00000180537
RNF183	ENSG00000165188
RNF185	ENSG00000138942
RNF185-AS1	ENSG00000254835
RNF186	ENSG00000178828
RNF187	ENSG00000168159
RNF207	ENSG00000158286
RNF208	ENSG00000212864
RNF212	ENSG00000178222
RNF212B	ENSG00000215277
RNF213	
RNF214	ENSG00000167257
RNF215	ENSG00000099999
RNF216	ENSG00000011275
RNF216-IT1	ENSG00000237738
RNF216P1	ENSG00000196204
RNF217	ENSG00000146373
RNF217-AS1	ENSG00000236548
RNF219	ENSG00000152193
RNF219-AS1	ENSG00000234377
RNF220	ENSG00000187147
RNF222	ENSG00000189051
RNF223	ENSG00000237330
RNF224	ENSG00000233198
RNF225	ENSG00000269855
RNF227	ENSG00000179859
RNFT1	ENSG00000189050
RNFT1-DT	ENSG00000267302
RNFT1P1	
RNFT1P2	ENSG00000233333
RNFT1P3	ENSG00000187870
RNFT2	ENSG00000135119
RNGTT	ENSG00000111880
RNGTTP1	ENSG00000237731
RNH1	ENSG00000023191
RNLS	ENSG00000184719
RNMT	ENSG00000101654
RNMTL1P1	ENSG00000231553
RNMTL1P2	ENSG00000236195
RNPC3	ENSG00000185946
RNPC3P1	
RNPEP	ENSG00000176393
RNPEPL1	ENSG00000142327
RNPS1	ENSG00000205937
RNPS1P1	ENSG00000250896
RNR1	
RNR2	
RNR3	
RNR4	
RNR5	
RNU1-1	ENSG00000206652
RNU1-2	ENSG00000207005
RNU1-3	ENSG00000207513
RNU1-4	ENSG00000207389
RNU1-5P	ENSG00000277234
RNU1-6P	ENSG00000277344
RNU1-7P	ENSG00000200975
RNU1-8P	ENSG00000207056
RNU1-11P	ENSG00000206702
RNU1-13P	ENSG00000238825
RNU1-14P	ENSG00000199629
RNU1-15P	ENSG00000195024
RNU1-16P	ENSG00000202347
RNU1-17P	ENSG00000199892
RNU1-18P	ENSG00000199932
RNU1-19P	ENSG00000200176
RNU1-20P	ENSG00000200184
RNU1-21P	ENSG00000200197
RNU1-22P	ENSG00000200204
RNU1-23P	ENSG00000200231
RNU1-24P	ENSG00000201155
RNU1-27P	ENSG00000206596
RNU1-28P	ENSG00000206588
RNU1-29P	ENSG00000271739
RNU1-30P	ENSG00000272020
RNU1-31P	ENSG00000200745
RNU1-32P	ENSG00000200807
RNU1-33P	ENSG00000201119
RNU1-34P	ENSG00000201291
RNU1-35P	ENSG00000199652
RNU1-36P	ENSG00000202000
RNU1-38P	ENSG00000199687
RNU1-39P	ENSG00000206624
RNU1-40P	ENSG00000252625
RNU1-41P	ENSG00000251970
RNU1-42P	ENSG00000200903
RNU1-43P	ENSG00000201922
RNU1-44P	ENSG00000207182
RNU1-45P	ENSG00000253000
RNU1-46P	ENSG00000207154
RNU1-47P	ENSG00000199836
RNU1-48P	ENSG00000252209
RNU1-49P	ENSG00000200338
RNU1-51P	ENSG00000202215
RNU1-52P	ENSG00000206917
RNU1-54P	ENSG00000252990
RNU1-55P	ENSG00000202380
RNU1-56P	ENSG00000212605
RNU1-57P	ENSG00000207220
RNU1-58P	ENSG00000199283
RNU1-59P	ENSG00000201699
RNU1-61P	ENSG00000251916
RNU1-62P	ENSG00000199469
RNU1-63P	ENSG00000206629
RNU1-64P	ENSG00000202313
RNU1-65P	ENSG00000200789
RNU1-67P	ENSG00000207175
RNU1-68P	ENSG00000275229
RNU1-70P	ENSG00000199488
RNU1-72P	ENSG00000199846
RNU1-73P	ENSG00000206698
RNU1-74P	ENSG00000206835
RNU1-75P	ENSG00000194297
RNU1-76P	ENSG00000199773
RNU1-77P	ENSG00000212170
RNU1-78P	ENSG00000212550
RNU1-79P	
RNU1-80P	ENSG00000238898
RNU1-82P	ENSG00000212153
RNU1-83P	ENSG00000200296
RNU1-84P	ENSG00000202317
RNU1-85P	ENSG00000200997
RNU1-86P	ENSG00000251917
RNU1-87P	ENSG00000200597
RNU1-88P	ENSG00000238554
RNU1-89P	ENSG00000207322
RNU1-91P	ENSG00000201616
RNU1-92P	ENSG00000252826
RNU1-93P	ENSG00000201574
RNU1-94P	ENSG00000199497
RNU1-95P	ENSG00000252166
RNU1-96P	ENSG00000201033
RNU1-97P	ENSG00000252681
RNU1-98P	ENSG00000239023
RNU1-100P	ENSG00000202125
RNU1-101P	ENSG00000212473
RNU1-103P	ENSG00000252311
RNU1-104P	ENSG00000253089
RNU1-105P	ENSG00000200340
RNU1-106P	ENSG00000207110
RNU1-107P	ENSG00000252426
RNU1-108P	ENSG00000199426
RNU1-109P	ENSG00000206687
RNU1-112P	ENSG00000201271
RNU1-114P	ENSG00000202167
RNU1-115P	ENSG00000202199
RNU1-116P	
RNU1-117P	ENSG00000252850
RNU1-119P	ENSG00000212424
RNU1-120P	ENSG00000199879
RNU1-122P	ENSG00000202408
RNU1-123P	ENSG00000239194
RNU1-124P	ENSG00000200731
RNU1-125P	ENSG00000252561
RNU1-128P	ENSG00000252513
RNU1-129P	ENSG00000206791
RNU1-130P	ENSG00000200800
RNU1-131P	ENSG00000238833
RNU1-132P	ENSG00000201170
RNU1-133P	ENSG00000201737
RNU1-134P	ENSG00000199805
RNU1-136P	ENSG00000206908
RNU1-138P	ENSG00000206820
RNU1-139P	ENSG00000212609
RNU1-140P	ENSG00000201910
RNU1-141P	ENSG00000201493
RNU1-142P	ENSG00000252491
RNU1-143P	ENSG00000252105
RNU1-146P	ENSG00000200885
RNU1-148P	ENSG00000207201
RNU1-149P	ENSG00000212172
RNU1-150P	ENSG00000199361
RNU1-151P	ENSG00000201142
RNU1-152P	
RNU2-1	ENSG00000274585
RNU2-2P	ENSG00000222328
RNU2-3P	ENSG00000222076
RNU2-4P	ENSG00000277084
RNU2-5P	ENSG00000222465
RNU2-6P	ENSG00000223336
RNU2-7P	ENSG00000222726
RNU2-8P	ENSG00000222659
RNU2-9P	ENSG00000222126
RNU2-10P	ENSG00000252184
RNU2-11P	ENSG00000239122
RNU2-12P	ENSG00000253025
RNU2-13P	ENSG00000251718
RNU2-14P	ENSG00000222985
RNU2-15P	ENSG00000222624
RNU2-16P	ENSG00000222644
RNU2-17P	ENSG00000222222
RNU2-18P	ENSG00000223156
RNU2-19P	ENSG00000253097
RNU2-20P	ENSG00000222357
RNU2-21P	ENSG00000222300
RNU2-22P	ENSG00000223198
RNU2-23P	ENSG00000222477
RNU2-24P	ENSG00000252639
RNU2-25P	ENSG00000222973
RNU2-26P	ENSG00000222440
RNU2-27P	ENSG00000251994
RNU2-28P	ENSG00000222389
RNU2-29P	ENSG00000222355
RNU2-30P	ENSG00000252018
RNU2-31P	ENSG00000252763
RNU2-32P	ENSG00000223125
RNU2-33P	ENSG00000222276
RNU2-34P	ENSG00000252343
RNU2-35P	ENSG00000252255
RNU2-36P	ENSG00000222293
RNU2-37P	ENSG00000222627
RNU2-38P	ENSG00000222788
RNU2-39P	ENSG00000222536
RNU2-40P	ENSG00000222765
RNU2-41P	ENSG00000222923
RNU2-42P	ENSG00000222629
RNU2-43P	ENSG00000222238
RNU2-44P	ENSG00000252604
RNU2-45P	ENSG00000251877
RNU2-46P	ENSG00000252847
RNU2-47P	ENSG00000222581
RNU2-48P	ENSG00000222626
RNU2-49P	ENSG00000222598
RNU2-50P	ENSG00000222426
RNU2-51P	ENSG00000222640
RNU2-52P	ENSG00000222612
RNU2-53P	ENSG00000252066
RNU2-54P	ENSG00000222231
RNU2-55P	ENSG00000223078
RNU2-56P	ENSG00000252635
RNU2-57P	ENSG00000252468
RNU2-58P	ENSG00000252212
RNU2-59P	ENSG00000222414
RNU2-60P	ENSG00000253099
RNU2-61P	ENSG00000223001
RNU2-62P	ENSG00000222800
RNU2-63P	ENSG00000222724
RNU2-64P	ENSG00000223247
RNU2-65P	ENSG00000222094
RNU2-66P	ENSG00000222582
RNU2-68P	ENSG00000222810
RNU2-69P	ENSG00000251870
RNU2-70P	ENSG00000222650
RNU2-71P	ENSG00000223327
RNU2-72P	ENSG00000223107
RNU4-1	ENSG00000200795
RNU4-2	ENSG00000202538
RNU4-3P	
RNU4-4P	ENSG00000201458
RNU4-5P	ENSG00000272160
RNU4-6P	ENSG00000222736
RNU4-7P	ENSG00000201628
RNU4-8P	ENSG00000201806
RNU4-9P	ENSG00000201821
RNU4-10P	ENSG00000201253
RNU4-11P	ENSG00000202157
RNU4-12P	ENSG00000202103
RNU4-13P	ENSG00000200889
RNU4-14P	ENSG00000222790
RNU4-15P	ENSG00000199483
RNU4-16P	ENSG00000201607
RNU4-17P	ENSG00000202468
RNU4-18P	ENSG00000252560
RNU4-20P	ENSG00000202471
RNU4-21P	ENSG00000199672
RNU4-22P	ENSG00000222990
RNU4-23P	ENSG00000199709
RNU4-24P	ENSG00000201435
RNU4-25P	ENSG00000222501
RNU4-26P	ENSG00000222202
RNU4-27P	ENSG00000222821
RNU4-28P	ENSG00000201609
RNU4-29P	ENSG00000251752
RNU4-30P	ENSG00000222177
RNU4-31P	ENSG00000206938
RNU4-32P	ENSG00000200274
RNU4-33P	ENSG00000201186
RNU4-34P	ENSG00000222363
RNU4-35P	ENSG00000199458
RNU4-36P	ENSG00000201164
RNU4-37P	ENSG00000222146
RNU4-38P	ENSG00000201342
RNU4-39P	ENSG00000199325
RNU4-40P	ENSG00000201221
RNU4-41P	ENSG00000201296
RNU4-42P	ENSG00000201608
RNU4-43P	ENSG00000222560
RNU4-44P	ENSG00000199920
RNU4-45P	ENSG00000202339
RNU4-46P	ENSG00000222750
RNU4-47P	ENSG00000222808
RNU4-48P	ENSG00000202429
RNU4-49P	ENSG00000251889
RNU4-50P	ENSG00000201231
RNU4-51P	ENSG00000201076
RNU4-52P	ENSG00000206936
RNU4-53P	ENSG00000222760
RNU4-54P	ENSG00000252237
RNU4-55P	ENSG00000222663
RNU4-56P	ENSG00000201570
RNU4-57P	ENSG00000251789
RNU4-58P	ENSG00000200062
RNU4-59P	ENSG00000201317
RNU4-60P	ENSG00000253048
RNU4-61P	ENSG00000223175
RNU4-62P	ENSG00000222057
RNU4-63P	ENSG00000223245
RNU4-64P	ENSG00000222727
RNU4-65P	ENSG00000222405
RNU4-66P	ENSG00000202069
RNU4-67P	ENSG00000201439
RNU4-68P	ENSG00000201184
RNU4-69P	ENSG00000222609
RNU4-70P	ENSG00000207309
RNU4-71P	ENSG00000252067
RNU4-72P	ENSG00000222686
RNU4-73P	ENSG00000200034
RNU4-74P	ENSG00000223212
RNU4-75P	ENSG00000201491
RNU4-76P	ENSG00000201379
RNU4-77P	ENSG00000252501
RNU4-78P	ENSG00000222872
RNU4-79P	ENSG00000199634
RNU4-80P	ENSG00000200070
RNU4-81P	ENSG00000200431
RNU4-82P	ENSG00000199313
RNU4-83P	ENSG00000222795
RNU4-84P	ENSG00000201070
RNU4-85P	ENSG00000201545
RNU4-86P	ENSG00000222067
RNU4-87P	ENSG00000200974
RNU4-88P	ENSG00000223152
RNU4-89P	ENSG00000272359
RNU4-90P	ENSG00000199643
RNU4-91P	ENSG00000201648
RNU4-92P	ENSG00000200653
RNU4ATAC	ENSG00000264229
RNU4ATAC2P	ENSG00000221601
RNU4ATAC3P	ENSG00000252508
RNU4ATAC4P	ENSG00000252116
RNU4ATAC5P	ENSG00000253035
RNU4ATAC6P	ENSG00000252401
RNU4ATAC7P	ENSG00000252089
RNU4ATAC8P	ENSG00000252005
RNU4ATAC9P	ENSG00000252955
RNU4ATAC10P	ENSG00000252776
RNU4ATAC11P	ENSG00000251748
RNU4ATAC12P	ENSG00000252269
RNU4ATAC13P	ENSG00000251741
RNU4ATAC14P	ENSG00000252013
RNU4ATAC15P	ENSG00000252224
RNU4ATAC16P	ENSG00000221439
RNU4ATAC17P	ENSG00000253081
RNU4ATAC18P	ENSG00000251988
RNU5A-1	ENSG00000199568
RNU5A-2P	ENSG00000207065
RNU5A-3P	ENSG00000254172
RNU5A-4P	ENSG00000252397
RNU5A-5P	ENSG00000222986
RNU5A-6P	ENSG00000206863
RNU5A-7P	ENSG00000251788
RNU5A-8P	ENSG00000200972
RNU5B-1	ENSG00000200156
RNU5B-2P	ENSG00000199906
RNU5B-3P	ENSG00000252410
RNU5B-4P	ENSG00000200378
RNU5B-5P	
RNU5B-6P	ENSG00000252574
RNU5D-1	ENSG00000200169
RNU5D-2P	ENSG00000252521
RNU5E-1	ENSG00000199347
RNU5E-2P	
RNU5E-3P	ENSG00000251722
RNU5E-4P	ENSG00000201801
RNU5E-5P	ENSG00000202249
RNU5E-6P	ENSG00000202444
RNU5E-7P	ENSG00000202160
RNU5E-8P	ENSG00000200372
RNU5E-9P	ENSG00000223096
RNU5E-10P	ENSG00000200376
RNU5F-1	ENSG00000199377
RNU5F-2P	ENSG00000251875
RNU5F-3P	ENSG00000200637
RNU5F-4P	ENSG00000252390
RNU5F-5P	
RNU5F-6P	ENSG00000199849
RNU5F-7P	ENSG00000200566
RNU5F-8P	ENSG00000251750
RNU6-1	ENSG00000206625
RNU6-2	ENSG00000207357
RNU6-3P	ENSG00000207041
RNU6-4P	ENSG00000206932
RNU6-5P	ENSG00000206965
RNU6-6P	ENSG00000272055
RNU6-7	ENSG00000201654
RNU6-8	ENSG00000202337
RNU6-9	ENSG00000207507
RNU6-10P	ENSG00000206763
RNU6-11P	ENSG00000201104
RNU6-12P	ENSG00000207334
RNU6-13P	ENSG00000206975
RNU6-14P	ENSG00000207360
RNU6-15P	ENSG00000207264
RNU6-16P	ENSG00000207113
RNU6-17P	ENSG00000206972
RNU6-18P	ENSG00000207257
RNU6-19P	ENSG00000207449
RNU6-20P	ENSG00000206833
RNU6-21P	ENSG00000207441
RNU6-22P	ENSG00000207083
RNU6-23P	ENSG00000200153
RNU6-24P	ENSG00000207169
RNU6-25P	ENSG00000206600
RNU6-26P	ENSG00000206712
RNU6-27P	ENSG00000251955
RNU6-28P	ENSG00000199248
RNU6-29P	ENSG00000207367
RNU6-30P	ENSG00000207291
RNU6-31P	ENSG00000207116
RNU6-32P	ENSG00000206675
RNU6-33P	ENSG00000207524
RNU6-34P	ENSG00000201744
RNU6-35P	ENSG00000207260
RNU6-36P	ENSG00000206899
RNU6-37P	ENSG00000199562
RNU6-38P	ENSG00000206812
RNU6-39P	ENSG00000207072
RNU6-40P	ENSG00000206981
RNU6-41P	ENSG00000207472
RNU6-42P	ENSG00000206892
RNU6-43P	ENSG00000207029
RNU6-44P	ENSG00000206772
RNU6-45P	ENSG00000207200
RNU6-46P	ENSG00000206587
RNU6-47P	ENSG00000206593
RNU6-48P	ENSG00000206888
RNU6-49P	ENSG00000206983
RNU6-50P	ENSG00000199226
RNU6-52P	
RNU6-53P	ENSG00000202237
RNU6-54P	ENSG00000202433
RNU6-55P	ENSG00000223024
RNU6-56P	ENSG00000252795
RNU6-57P	ENSG00000223280
RNU6-58P	ENSG00000252952
RNU6-59P	ENSG00000207518
RNU6-60P	ENSG00000201662
RNU6-61P	ENSG00000202398
RNU6-62P	ENSG00000252335
RNU6-63P	ENSG00000252499
RNU6-64P	ENSG00000252928
RNU6-65P	ENSG00000252141
RNU6-66P	ENSG00000200267
RNU6-67P	ENSG00000222791
RNU6-68P	ENSG00000252385
RNU6-69P	
RNU6-70P	ENSG00000252247
RNU6-71P	ENSG00000207203
RNU6-72P	ENSG00000207012
RNU6-73P	ENSG00000207330
RNU6-74P	ENSG00000206962
RNU6-75P	ENSG00000251753
RNU6-76P	ENSG00000206787
RNU6-77P	ENSG00000222486
RNU6-78P	ENSG00000199767
RNU6-79P	ENSG00000199381
RNU6-80P	ENSG00000206922
RNU6-81P	ENSG00000202478
RNU6-82P	ENSG00000200840
RNU6-83P	ENSG00000207298
RNU6-84P	ENSG00000272445
RNU6-85P	ENSG00000271932
RNU6-86P	ENSG00000271923
RNU6-87P	ENSG00000272028
RNU6-88P	ENSG00000272507
RNU6-89P	ENSG00000272262
RNU6-90P	ENSG00000272337
RNU6-91P	ENSG00000272439
RNU6-92P	ENSG00000272393
RNU6-94P	ENSG00000271819
RNU6-95P	ENSG00000207428
RNU6-97P	ENSG00000200257
RNU6-98P	ENSG00000206900
RNU6-99P	ENSG00000201591
RNU6-100P	ENSG00000252414
RNU6-101P	ENSG00000222255
RNU6-102P	ENSG00000207214
RNU6-103P	ENSG00000200556
RNU6-104P	ENSG00000238509
RNU6-105P	ENSG00000200779
RNU6-106P	ENSG00000207134
RNU6-107P	ENSG00000252452
RNU6-108P	ENSG00000202428
RNU6-109P	ENSG00000252173
RNU6-110P	ENSG00000207237
RNU6-111P	ENSG00000252988
RNU6-112P	ENSG00000200469
RNU6-113P	ENSG00000252462
RNU6-114P	ENSG00000207435
RNU6-115P	ENSG00000201180
RNU6-116P	ENSG00000206769
RNU6-117P	ENSG00000202285
RNU6-118P	ENSG00000252361
RNU6-119P	ENSG00000201752
RNU6-120P	ENSG00000251886
RNU6-121P	ENSG00000222457
RNU6-122P	ENSG00000252627
RNU6-123P	ENSG00000251972
RNU6-125P	ENSG00000207234
RNU6-126P	ENSG00000252494
RNU6-127P	ENSG00000212199
RNU6-128P	ENSG00000206703
RNU6-129P	ENSG00000212324
RNU6-130P	ENSG00000223044
RNU6-131P	ENSG00000212446
RNU6-132P	ENSG00000206590
RNU6-133P	ENSG00000206716
RNU6-135P	ENSG00000252578
RNU6-136P	ENSG00000207393
RNU6-137P	ENSG00000200550
RNU6-138P	ENSG00000251761
RNU6-139P	ENSG00000252449
RNU6-140P	ENSG00000207296
RNU6-141P	ENSG00000222431
RNU6-142P	ENSG00000206746
RNU6-143P	ENSG00000252751
RNU6-144P	ENSG00000206678
RNU6-145P	ENSG00000207307
RNU6-146P	ENSG00000207332
RNU6-147P	ENSG00000206710
RNU6-148P	ENSG00000252823
RNU6-150P	ENSG00000252046
RNU6-151P	ENSG00000201028
RNU6-152P	ENSG00000206764
RNU6-153P	ENSG00000201292
RNU6-154P	ENSG00000207033
RNU6-155P	ENSG00000252156
RNU6-156P	ENSG00000278331
RNU6-157P	ENSG00000206684
RNU6-158P	ENSG00000252913
RNU6-159P	ENSG00000212382
RNU6-160P	ENSG00000207321
RNU6-161P	ENSG00000199921
RNU6-162P	ENSG00000252037
RNU6-163P	ENSG00000207124
RNU6-164P	ENSG00000201474
RNU6-165P	ENSG00000252979
RNU6-166P	ENSG00000207099
RNU6-167P	ENSG00000207019
RNU6-168P	ENSG00000251998
RNU6-169P	ENSG00000202206
RNU6-170P	ENSG00000199702
RNU6-171P	ENSG00000207082
RNU6-172P	ENSG00000222932
RNU6-173P	ENSG00000201085
RNU6-174P	ENSG00000222338
RNU6-175P	ENSG00000252705
RNU6-176P	ENSG00000253005
RNU6-177P	ENSG00000223189
RNU6-178P	ENSG00000207361
RNU6-179P	ENSG00000200220
RNU6-180P	ENSG00000252506
RNU6-181P	ENSG00000200095
RNU6-182P	ENSG00000252779
RNU6-183P	ENSG00000200331
RNU6-184P	ENSG00000252323
RNU6-185P	ENSG00000207150
RNU6-187P	ENSG00000206866
RNU6-188P	ENSG00000201077
RNU6-189P	ENSG00000251929
RNU6-190P	ENSG00000206881
RNU6-191P	ENSG00000252104
RNU6-192P	ENSG00000212555
RNU6-193P	ENSG00000222909
RNU6-194P	ENSG00000200732
RNU6-195P	ENSG00000223284
RNU6-196P	ENSG00000207042
RNU6-197P	ENSG00000252489
RNU6-198P	ENSG00000206985
RNU6-199P	ENSG00000199824
RNU6-200P	ENSG00000201613
RNU6-201P	ENSG00000252909
RNU6-202P	ENSG00000251807
RNU6-203P	ENSG00000206765
RNU6-204P	ENSG00000199335
RNU6-205P	ENSG00000212160
RNU6-206P	ENSG00000206843
RNU6-207P	ENSG00000206864
RNU6-208P	ENSG00000199301
RNU6-209P	ENSG00000206845
RNU6-210P	ENSG00000252752
RNU6-211P	ENSG00000206774
RNU6-212P	ENSG00000199512
RNU6-213P	ENSG00000206778
RNU6-214P	ENSG00000206857
RNU6-215P	ENSG00000202039
RNU6-216P	ENSG00000200152
RNU6-217P	ENSG00000206891
RNU6-218P	ENSG00000252929
RNU6-219P	ENSG00000201598
RNU6-220P	ENSG00000212221
RNU6-221P	ENSG00000238493
RNU6-222P	ENSG00000199308
RNU6-223P	ENSG00000199700
RNU6-224P	ENSG00000206782
RNU6-225P	ENSG00000207343
RNU6-226P	ENSG00000200648
RNU6-227P	ENSG00000199735
RNU6-228P	ENSG00000199570
RNU6-229P	ENSG00000252423
RNU6-230P	ENSG00000199327
RNU6-231P	ENSG00000252931
RNU6-232P	ENSG00000252953
RNU6-233P	ENSG00000222777
RNU6-234P	ENSG00000202099
RNU6-235P	ENSG00000199514
RNU6-236P	ENSG00000200756
RNU6-237P	ENSG00000251794
RNU6-238P	ENSG00000200183
RNU6-239P	ENSG00000212292
RNU6-240P	ENSG00000251907
RNU6-241P	ENSG00000212450
RNU6-242P	ENSG00000207087
RNU6-243P	ENSG00000212442
RNU6-244P	ENSG00000212330
RNU6-245P	ENSG00000206747
RNU6-246P	ENSG00000207433
RNU6-247P	ENSG00000199506
RNU6-248P	ENSG00000222652
RNU6-249P	ENSG00000199886
RNU6-250P	ENSG00000252767
RNU6-251P	ENSG00000200105
RNU6-252P	ENSG00000200102
RNU6-253P	ENSG00000207461
RNU6-254P	ENSG00000200247
RNU6-255P	ENSG00000252766
RNU6-256P	ENSG00000252556
RNU6-257P	ENSG00000222170
RNU6-258P	ENSG00000212186
RNU6-259P	ENSG00000206726
RNU6-260P	ENSG00000206819
RNU6-261P	ENSG00000238697
RNU6-262P	ENSG00000222249
RNU6-263P	ENSG00000200681
RNU6-264P	ENSG00000252943
RNU6-266P	ENSG00000201095
RNU6-267P	ENSG00000252523
RNU6-268P	ENSG00000201044
RNU6-269P	ENSG00000212379
RNU6-270P	ENSG00000201001
RNU6-271P	ENSG00000200728
RNU6-272P	ENSG00000222960
RNU6-273P	ENSG00000252746
RNU6-274P	ENSG00000239075
RNU6-275P	ENSG00000201780
RNU6-276P	ENSG00000251923
RNU6-277P	ENSG00000252081
RNU6-278P	ENSG00000212247
RNU6-279P	ENSG00000212599
RNU6-280P	ENSG00000201015
RNU6-281P	ENSG00000206939
RNU6-282P	ENSG00000202227
RNU6-283P	ENSG00000201658
RNU6-284P	ENSG00000223037
RNU6-285P	ENSG00000222488
RNU6-286P	ENSG00000207476
RNU6-287P	ENSG00000252039
RNU6-288P	ENSG00000200560
RNU6-289P	ENSG00000200963
RNU6-290P	ENSG00000202082
RNU6-291P	ENSG00000207451
RNU6-293P	ENSG00000223191
RNU6-294P	ENSG00000201869
RNU6-295P	ENSG00000252710
RNU6-296P	ENSG00000207338
RNU6-297P	ENSG00000207366
RNU6-298P	ENSG00000212190
RNU6-299P	ENSG00000253032
RNU6-300P	ENSG00000238616
RNU6-301P	ENSG00000207004
RNU6-302P	ENSG00000202119
RNU6-303P	ENSG00000252900
RNU6-304P	ENSG00000201725
RNU6-306P	ENSG00000207347
RNU6-307P	ENSG00000252552
RNU6-308P	ENSG00000212259
RNU6-309P	ENSG00000201443
RNU6-310P	ENSG00000207385
RNU6-311P	ENSG00000252033
RNU6-312P	ENSG00000201499
RNU6-313P	ENSG00000252126
RNU6-314P	ENSG00000252383
RNU6-315P	ENSG00000199536
RNU6-316P	ENSG00000212329
RNU6-317P	ENSG00000206758
RNU6-318P	ENSG00000207010
RNU6-319P	ENSG00000251834
RNU6-320P	ENSG00000252320
RNU6-321P	ENSG00000222844
RNU6-322P	ENSG00000251819
RNU6-323P	ENSG00000253739
RNU6-324P	ENSG00000200827
RNU6-325P	ENSG00000223064
RNU6-326P	ENSG00000202350
RNU6-327P	ENSG00000252079
RNU6-328P	ENSG00000212189
RNU6-329P	ENSG00000238882
RNU6-330P	ENSG00000199885
RNU6-331P	ENSG00000207455
RNU6-332P	ENSG00000212495
RNU6-333P	ENSG00000238669
RNU6-334P	ENSG00000252881
RNU6-335P	ENSG00000201433
RNU6-336P	ENSG00000201761
RNU6-337P	ENSG00000212545
RNU6-338P	ENSG00000206615
RNU6-339P	ENSG00000207037
RNU6-340P	ENSG00000200875
RNU6-341P	ENSG00000252782
RNU6-342P	ENSG00000207251
RNU6-343P	ENSG00000201579
RNU6-344P	ENSG00000252444
RNU6-345P	ENSG00000252810
RNU6-346P	ENSG00000252097
RNU6-347P	ENSG00000252467
RNU6-348P	ENSG00000207114
RNU6-349P	ENSG00000199272
RNU6-351P	ENSG00000251906
RNU6-352P	ENSG00000252717
RNU6-353P	ENSG00000201136
RNU6-354P	ENSG00000206589
RNU6-355P	ENSG00000222359
RNU6-356P	ENSG00000206867
RNU6-358P	ENSG00000252373
RNU6-359P	ENSG00000202336
RNU6-360P	ENSG00000212246
RNU6-361P	ENSG00000201324
RNU6-362P	ENSG00000252545
RNU6-363P	ENSG00000199765
RNU6-364P	ENSG00000207115
RNU6-365P	ENSG00000252922
RNU6-366P	ENSG00000201097
RNU6-367P	ENSG00000252980
RNU6-368P	ENSG00000278551
RNU6-369P	ENSG00000199385
RNU6-370P	ENSG00000222940
RNU6-371P	ENSG00000201153
RNU6-373P	ENSG00000223179
RNU6-374P	ENSG00000201016
RNU6-375P	ENSG00000252859
RNU6-376P	ENSG00000207462
RNU6-377P	ENSG00000251774
RNU6-378P	ENSG00000207052
RNU6-379P	ENSG00000200683
RNU6-380P	ENSG00000222139
RNU6-381P	ENSG00000212561
RNU6-382P	ENSG00000202051
RNU6-383P	ENSG00000222796
RNU6-384P	ENSG00000201770
RNU6-386P	ENSG00000199520
RNU6-387P	ENSG00000223263
RNU6-388P	ENSG00000252821
RNU6-389P	ENSG00000252857
RNU6-390P	ENSG00000252068
RNU6-391P	ENSG00000202050
RNU6-392P	ENSG00000201796
RNU6-393P	ENSG00000207204
RNU6-394P	ENSG00000222667
RNU6-395P	ENSG00000202532
RNU6-396P	ENSG00000202239
RNU6-397P	ENSG00000252035
RNU6-398P	ENSG00000206870
RNU6-399P	ENSG00000202034
RNU6-400P	ENSG00000212475
RNU6-401P	ENSG00000212374
RNU6-402P	ENSG00000222610
RNU6-403P	ENSG00000200033
RNU6-405P	ENSG00000252446
RNU6-406P	ENSG00000252279
RNU6-407P	ENSG00000202150
RNU6-408P	ENSG00000251719
RNU6-409P	ENSG00000206841
RNU6-410P	ENSG00000252815
RNU6-411P	ENSG00000207180
RNU6-412P	ENSG00000252243
RNU6-413P	ENSG00000206842
RNU6-414P	ENSG00000200575
RNU6-415P	ENSG00000252061
RNU6-416P	ENSG00000252074
RNU6-417P	ENSG00000207443
RNU6-418P	ENSG00000206762
RNU6-419P	ENSG00000252839
RNU6-420P	ENSG00000239001
RNU6-421P	ENSG00000201341
RNU6-422P	ENSG00000207362
RNU6-424P	ENSG00000207095
RNU6-425P	ENSG00000206604
RNU6-426P	ENSG00000252273
RNU6-428P	ENSG00000199812
RNU6-429P	ENSG00000207312
RNU6-430P	ENSG00000252887
RNU6-431P	ENSG00000206601
RNU6-432P	ENSG00000206923
RNU6-433P	ENSG00000200086
RNU6-434P	ENSG00000207104
RNU6-435P	ENSG00000206766
RNU6-436P	ENSG00000251980
RNU6-437P	ENSG00000238420
RNU6-438P	ENSG00000202431
RNU6-439P	ENSG00000206915
RNU6-440P	ENSG00000212184
RNU6-441P	ENSG00000207275
RNU6-442P	ENSG00000206695
RNU6-443P	
RNU6-444P	ENSG00000206715
RNU6-445P	ENSG00000252758
RNU6-446P	ENSG00000199697
RNU6-447P	ENSG00000222225
RNU6-448P	ENSG00000252861
RNU6-449P	ENSG00000206641
RNU6-450P	ENSG00000201524
RNU6-451P	ENSG00000199791
RNU6-452P	ENSG00000207135
